"",id,courtType,courtCases,judgmentType,judges,textContent,keywords,judgmentDate
245,64944,COMMON,[{'caseNumber': 'I C 1323/13'}],SENTENCE,"[{'name': 'Jadwiga Wójcikiewicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt IC 1323/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 27 sierpnia 2014 roku Sąd Okręgowy w Świdnicy Wydział I Cywilny w składzie: Przewodniczący SSO Jadwiga Wójcikiewicz Protokolant ...,[zachowek],2014-08-27
246,64946,COMMON,[{'caseNumber': 'I C 2306/13'}],SENTENCE,"[{'name': 'Halina Jamuła', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt IC 2306/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 21 sierpnia 2014 r. Sąd Okręgowy w Świdnicy Wydział I Cywilny w składzie : Przewodniczący: SSO Halina Jamuła Protokolant: Marzen...,[],2014-08-21
247,66145,COMMON,[{'caseNumber': 'I C 1122/13'}],SENTENCE,"[{'name': 'Anna Hübscher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt IC 1122/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 sierpnia 2014 r Sąd Okręgowy w Świdnicy Wydział I Cywilny w składzie następującym: Przewodniczący: SSO Anna Hübscher   Prot...,[uchwały wspólnoty mieszkaniowej],2014-08-19
248,4094,COMMON,[{'caseNumber': 'II Cz 1/13'}],DECISION,"[{'name': 'Aleksandra Żurawska', 'function': None, 'specialRoles': []}, {'name': 'Anatol Gul', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Piotr Rajczakowski', 'function': No...",Sygn. akt II Cz 1/13 POSTANOWIENIE Dnia 10 stycznia 2013r. Sąd Okręgowy w Świdnicy II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SSO Anatol Gul Sędziowie: SO Aleksandra Żu...,[odrzucenie zażalenia],2013-01-10
249,4095,COMMON,[{'caseNumber': 'II Cz 1118/12'}],DECISION,"[{'name': 'Anatol Gul', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Barbara Nowicka', 'function': None, 'specialRoles': []}, {'name': 'Grażyna Kobus', 'function': None, 'spec...","Sygnatura akt II Cz 1118/12 POSTANOWIENIE Dnia 20 grudnia 2012 r. Sąd Okręgowy w Świdnicy, II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący : SSO Anatol Gul Sędziowie : SO Gra...",[koszty procesu],2012-12-20
250,4096,COMMON,[{'caseNumber': 'II Cz 1164/12'}],DECISION,"[{'name': 'Grażyna Kobus', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt II Cz 1164/12 POSTANOWIENIE Dnia, 20 grudnia 2012 r. Sąd Okręgowy w Świdnicy, II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SSO Grażyna Kobus po rozpoznaniu w dn...",[zwolnienie od kosztów],2012-12-20
251,4097,COMMON,[{'caseNumber': 'II Cz 1166/12'}],DECISION,"[{'name': 'Aleksandra Żurawska', 'function': None, 'specialRoles': []}, {'name': 'Anatol Gul', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Piotr Rajczakowski', 'function': No...",Sygn. akt II Cz 1166/12 POSTANOWIENIE Dnia 21 grudnia 2012 r. Sąd Okręgowy w Świdnicy II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SSO Anatol Gul Sędziowie: SO Piotr Rajc...,[zabezpieczenie roszczenia],2012-12-21
252,4098,COMMON,[{'caseNumber': 'II Cz 1167/12'}],DECISION,"[{'name': 'Barbara Nowicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Cz 1167/12 POSTANOWIENIE Dnia 20 grudnia 2012 r. Sąd Okręgowy w Świdnicy II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SO Barbara Nowicka po rozpoznaniu w dni...,[koszty sądowe],2012-12-20
253,4099,COMMON,[{'caseNumber': 'II Cz 1172/12'}],DECISION,"[{'name': 'Aleksandra Żurawska', 'function': None, 'specialRoles': []}, {'name': 'Anatol Gul', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Piotr Rajczakowski', 'function': No...",Sygn. akt II Cz 1172/12 POSTANOWIENIE Dnia 20 grudnia 2012 r. Sąd Okręgowy w Świdnicy II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SSO Anatol Gul Sędziowie: SO Piotr Rajc...,[zabezpieczenie powództwa],2012-12-20
254,4100,COMMON,[{'caseNumber': 'II Cz 1174/12'}],DECISION,"[{'name': 'Grażyna Kobus', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt II Cz 1174/12 POSTANOWIENIE Dnia, 19 grudnia 2012 r. Sąd Okręgowy w Świdnicy, II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SSO Grażyna Kobus po rozpoznaniu w dn...",[zwolnienie od kosztów],2012-12-19
255,4101,COMMON,[{'caseNumber': 'II Cz 1176/12'}],DECISION,"[{'name': 'Aleksandra Żurawska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Cz 1176/12 POSTANOWIENIE Dnia 21 grudnia 2012 r. Sąd Okręgowy w Świdnicy II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SSO Aleksandra Żurawska po rozpoznaniu ...,[zwolnienie od kosztów],2012-12-21
256,4102,COMMON,[{'caseNumber': 'II Cz 1178/12'}],DECISION,"[{'name': 'Anatol Gul', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Barbara Nowicka', 'function': None, 'specialRoles': []}, {'name': 'Grażyna Kobus', 'function': None, 'spec...","Sygn. akt II Cz 1178/12 POSTANOWIENIE Dnia 28 grudnia 2012 r. Sąd Okręgowy w Świdnicy, II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SSO Anatol Gul Sędziowie: SO Grażyna K...",[umorzenie postępowania],2012-12-28
257,4103,COMMON,[{'caseNumber': 'II Cz 1181/12'}],DECISION,"[{'name': 'Aleksandra Żurawska', 'function': None, 'specialRoles': []}, {'name': 'Anatol Gul', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Piotr Rajczakowski', 'function': No...",Sygn. akt II Cz 1181/12 POSTANOWIENIE Dnia 27 grudnia 2012 r. Sąd Okręgowy w Świdnicy II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący: SSO Anatol Gul Sędziowie: SO Aleksandra...,[klauzula wykonalności],2012-12-27
258,58961,COMMON,[{'caseNumber': 'I C 444/11'}],SENTENCE,"[{'name': 'Mirosława Kurek-Będkowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 444/11 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 11 kwietnia 2014 roku Sąd Rejonowy w Dzierżoniowie I Wydział Cywilny w składzie następującym: Przewodniczący : SSR Mirosława Kur...,[weksel in blanco],2014-04-11
259,58962,COMMON,[{'caseNumber': 'I C 444/11'}],REASONS,[],Sygn. akt I C 444/11 UZASADNIENIE Pełnomocnik strony powodowej (...)w D.wystąpiła o zasądzenie na rzecz strony powodowej solidarnie od pozwanych „(...)Spółki z ograniczoną odpowiedzialnością we W....,[weksel in blanco],2014-04-25
260,59524,COMMON,[{'caseNumber': 'I C 2245/13'}],REASONS,[],"Sygn. akt I C 2245/13 UZASADNIENIE Strona powodowa (...) W.wystąpiła o zasądzenie na jej rzecz od pozwanej B. P.kwoty 549,86 zł wraz z ustawowymi odsetkami liczonymi od dnia 01 kwietnia 2011 roku ...",[użytkowanie wieczyste],2014-04-01
261,59525,COMMON,[{'caseNumber': 'I C 2245/13'}],SENTENCE,"[{'name': 'Radosław Florek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 2245/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 10 marca 2014 roku Sąd Rejonowy w Dzierżoniowie I Wydział Cywilny w składzie: Przewodniczący: SSR Radosław Florek Protokolant: ...,[użytkowanie wieczyste],2014-03-10
262,59788,COMMON,[{'caseNumber': 'I C 750/14'}],SENTENCE,"[{'name': 'Bogusław Glinka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 750/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 08 lipca 2014 roku Sąd Rejonowy w Dzierżoniowie I Wydział Cywilny w składzie : Przewodniczący: SSR Bogusław Glinka Proto...,[klauzule niedozwolone],2014-07-08
263,60790,COMMON,[{'caseNumber': 'I C 1078/12'}],SENTENCE,"[{'name': 'Radosław Florek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1078/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 02 kwietnia 2013 roku Sąd Rejonowy w Dzierżoniowie I Wydział Cywilny w składzie: Przewodniczący: SSR Radosław Florek Protokolan...,[czyny niedozwolone],2013-04-02
264,60800,COMMON,[{'caseNumber': 'I C 234/13'}],SENTENCE,"[{'name': 'Mirosława Kurek-Będkowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 234/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 11 czerwca 2014 roku Sąd Rejonowy w Dzierżoniowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Mirosława Kurek...,[zadośćuczynienie],2014-06-11
265,60815,COMMON,[{'caseNumber': 'I Ns 3/11'}],REASONS,[],"Sygn. akt I Ns 3/11 UZASADNIENIE Wnioskodawczyni D. T. (1)wniosła o ustalenie, że w skład spadku po K. F. (1), zmarłej dnia (...) r. w D., ostatnio zamieszkałej w D., wchodzi prawo własności lokal...",[dział spadku],2013-12-16
266,60816,COMMON,[{'caseNumber': 'I Ns 3/11'}],DECISION,"[{'name': 'Leszek Kawecki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 3/11 POSTANOWIENIE Dnia 27 listopada 2013 roku Sąd Rejonowy w Dzierżoniowie I Wydział Cywilny w składzie: Przewodniczący: SSR Leszek Kawecki Protokolant: Małgorzata Woś po rozpoznan...,[dział spadku],2013-11-27
267,61050,COMMON,[{'caseNumber': 'I C 411/10'}],SENTENCE,"[{'name': 'Elżbieta Kuryło-Maciejewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 411/10 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 18 lutego 2014 roku Sąd Rejonowy w Dzierżoniowie Wydział I Cywilny w składzie:   Przewodniczący: SSR Elżbieta Kuryło - Maciejews...,[szkoda],2014-02-18
268,60203,COMMON,[{'caseNumber': 'I C 1189/12'}],SENTENCE,"[{'name': 'Izabela Kosińska-Szota', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1189/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 16 maja 2014 r. Sąd Rejonowy w Kłodzku Wydział I Cywilny w składzie następującym: Przewodniczący SSR Izabela Kosińska – Szota P...,[],2014-05-16
269,60204,COMMON,[{'caseNumber': 'I C 1225/12'}],SENTENCE,"[{'name': 'Ewa Karp', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 1225/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 stycznia 2014 r. Sąd Rejonowy w Kłodzku, I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Ewa Karp Protokolant...",[],2014-01-14
270,60205,COMMON,[{'caseNumber': 'I C 1331/13'}],SENTENCE,"[{'name': 'Andrzej Józefowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1331/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 21marca 2014 roku Sąd Rejonowy w Kłodzku Wydział I Cywilny w składzie: Przewodniczący SSR Andrzej Józefowski Protokolant Małgor...,[],2014-03-21
271,60206,COMMON,[{'caseNumber': 'I C 1387/12'}],SENTENCE,"[{'name': 'Eliza Skotnicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1387/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 18 grudnia 2012 roku Sąd Rejonowy w Kłodzku Wydział I Cywilny w składzie: Przewodniczący: SSR Eliza Skotnicka Protokolant: Małg...,[],2012-12-18
272,60208,COMMON,[{'caseNumber': 'I C 1491/13'}],SENTENCE,"[{'name': 'Daria Ratymirska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 1491/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 03 kwietnia 2014 r. Sąd Rejonowy w Kłodzku, I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Daria Ratymirska Pro...",[ciężar dowodu],2014-04-03
273,60209,COMMON,[{'caseNumber': 'I C 158/13'}],SENTENCE,"[{'name': 'Damian Czajka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 158/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 3 czerwca 2013 roku Sąd Rejonowy w Kłodzku Wydział I Cywilny w składzie następującym: Przewodniczący: SSR Damian Czajka Protokol...,[umowa],2013-06-03
274,60210,COMMON,[{'caseNumber': 'I C 1708/13'}],SENTENCE,"[{'name': 'Tadeusz Dereń', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt IC 1708/13-upr WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 29 stycznia 2014 roku Sąd Rejonowy w Kłodzku Wydział I Cywilny w składzie następującym: Przewodniczący SSR Tadeusz Dereń Pro...,[waloryzacja],2014-01-29
275,60212,COMMON,[{'caseNumber': 'I C 1833/13'}],SENTENCE,"[{'name': 'Eliza Skotnicka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1833/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 3 lipca 2014 r. Sąd Rejonowy w Kłodzku Wydział I Cywilny w składzie następującym: Przewodniczący SSR Eliza Skotnicka Protokolan...,[bezpodstawne wzbogacenie],2014-07-03
276,60213,COMMON,[{'caseNumber': 'I C 2006/13'}],SENTENCE,"[{'name': 'Daria Ratymirska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 2006/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 czerwca 2014 roku Sąd Rejonowy w Kłodzku Wydział I Cywilny w składzie następującym: Przewodniczący SSR Daria Ratymirska Prot...,[bezpodstawne wzbogacenie],2014-06-12
277,60214,COMMON,[{'caseNumber': 'I C 2057/13'}],SENTENCE,"[{'name': 'Ewa Karp', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 2057/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 6 marca 2014 r. Sąd Rejonowy w Kłodzku, I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Ewa Karp Protokolant: Ew...",[odpowiedzialność],2014-03-06
278,58959,COMMON,[{'caseNumber': 'I C 179/14'}],SENTENCE,"[{'name': 'Halina Grzybowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 179/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 27 czerwca 2014r. Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Halina Grzybows...,[],2014-06-27
279,58960,COMMON,[{'caseNumber': 'I C 1812/13'}],SENTENCE,"[{'name': 'Wojciech Zatorski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1812/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 16 maja 2014r. Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Wojciech Zatorski Protoko...,[],2014-05-16
280,59438,COMMON,[{'caseNumber': 'I C 267/14'}],SENTENCE,"[{'name': 'Małgorzata Gładysz-Wójcik', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 267/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 02 czerwca 2014 roku Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie: Przewodniczący: SSR Małgorzata Gładysz- Wójci...,[],2014-06-02
281,59451,COMMON,[{'caseNumber': 'I C 647/14'}],SENTENCE,"[{'name': 'Małgorzata Gładysz-Wójcik', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 647/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 29 lipca 2014 roku Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym: Przewodniczący SSR Małgorzata Gład...,[],2014-07-29
282,59453,COMMON,[{'caseNumber': 'I C 785/14'}],SENTENCE,"[{'name': 'Magdalena Piątkowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 785/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 4 sierpnia 2014 roku Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Magdalena Piątkowska...,[],2014-08-04
283,59455,COMMON,[{'caseNumber': 'I C 865/14'}],SENTENCE,"[{'name': 'Magdalena Piątkowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 865/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 4 sierpnia 2014 roku Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Magdalena Piątkowska...,[],2014-08-04
284,59458,COMMON,[{'caseNumber': 'I C 957/14'}],SENTENCE,"[{'name': 'Małgorzata Gładysz-Wójcik', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 957/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 29 lipca 2014 roku Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym: Przewodniczący SSR Małgorzata Gład...,[],2014-07-29
285,59460,COMMON,[{'caseNumber': 'I C 987/14'}],SENTENCE,"[{'name': 'Małgorzata Gładysz-Wójcik', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 987/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 29 lipca 2014 roku Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym: Przewodniczący SSR Małgorzata Gład...,[],2014-07-29
286,59462,COMMON,[{'caseNumber': 'I Ns 1235/13'}],DECISION,"[{'name': 'Magdalena Piątkowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 1235/13 POSTANOWIENIE Dnia 29 lipca 2014 roku Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Magdalena Piątkowska Protokolant : Anna Włodarcz...,[],2014-07-29
287,59468,COMMON,[{'caseNumber': 'I Ns 457/13'}],DECISION,"[{'name': 'Małgorzata Gładysz-Wójcik', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 457/13 POSTANOWIENIE Dnia 11 sierpnia 2014r. Sąd Rejonowy w Świdnicy I Wydział Cywilny w składzie następującym : Przewodniczący SSR Małgorzata Gładysz - Wójcik Protokolant Martyna K...,[],2014-08-11
288,63826,COMMON,[{'caseNumber': 'I C 409/14'}],SENTENCE,"[{'name': 'Kamil Majcher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 409/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Wałbrzych, dnia 25 czerwca 2014 r. Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w następującym składzie: Przewodniczący: SSR Kamil...",[],2014-06-25
289,63829,COMMON,[{'caseNumber': 'I C 580/14'}],SENTENCE,"[{'name': 'Kamil Majcher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 580/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Wałbrzych, dnia 28 lipca 2014 r. Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w następującym składzie: Przewodniczący:SSR Kamil Ma...",[zasady współżycia społecznego],2014-07-28
290,66808,COMMON,[{'caseNumber': 'I C 1784/12'}],SENTENCE,"[{'name': 'Kamil Majcher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1784/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 17 września 2014 r. Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w składzie: Przewodniczący: SSR Kamil Majcher Protokolant: An...,[służebność gruntowa],2014-09-17
291,129186,COMMON,[{'caseNumber': 'I C 2534/14'}],SENTENCE,"[{'name': 'Kamil Majcher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 2534/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Wałbrzych, dnia 24 listopada 2014 r. Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w następującym składzie: Przewodniczący: SSR Ka...","[ciężar dowodu, dowody]",2014-11-24
292,144077,COMMON,[{'caseNumber': 'I C 2416/13'}],SENTENCE,"[{'name': 'Hanna Płonka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 2416/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 3 grudnia 2013 roku Sąd Rejonowy w Wałbrzychu Wydział I Cywilny w składzie : Przewodniczący: SSR Hanna Płonka Protokolant :...,[powództwo cywilne],2013-12-03
293,144078,COMMON,[{'caseNumber': 'I C 244/13'}],SENTENCE,"[{'name': 'Kamil Majcher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 244/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ W., dnia 5 lutego 2014 r. Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w następującym składzie: Przewodniczący: SSR Kamil Majcher ...",[zadośćuczynienie],2014-02-05
294,144079,COMMON,[{'caseNumber': 'I C 2717/13'}],SENTENCE,"[{'name': 'Maciej Ejsmont', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 2717/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ W., dnia 17 stycznia 2014 r. Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w następującym składzie: Przewodniczący:SSR Maciej Ejsm...",[przedawnienie roszczeń],2014-01-17
295,144090,COMMON,[{'caseNumber': 'I Ns 1074/13'}],DECISION,"[{'name': 'Kamil Majcher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 1074/13 POSTANOWIENIE Dnia 3 lutego 2014 r. Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w następującym składzie: Przewodniczący SSR Kamil Majcher Protokolant Joanna Czwojdzińska po ...,[spadek],2014-02-03
296,145010,COMMON,[{'caseNumber': 'I C 1117/13'}],SENTENCE,"[{'name': 'Kamil Majcher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 1117/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 marca 2014 roku Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w następującym składzie: Przewodniczący:SSR Kamil Majcher Pr...,"[ciężar dowodu, dowody]",2014-03-19
297,145302,COMMON,[{'caseNumber': 'I C 144/14'}],SENTENCE,"[{'name': 'Kamil Majcher', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 144/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Wałbrzych, dnia 24 marca 2014 r. Sąd Rejonowy w Wałbrzychu I Wydział Cywilny w następującym składzie: Przewodniczący: SSR...",[eksmisja],2014-03-24
298,268671,COMMON,[{'caseNumber': 'VIII C 191/14'}],SENTENCE,"[{'name': 'Beata Koźbiał-Kawałko', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VIII C 191/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 27 marca 2014r. Sąd Rejonowy w Wałbrzychu VIII Wydział Cywilny w składzie następującym: Przewodniczący SSR Beata Koźbiał - Ka...,[kredyt],2014-03-27
299,268672,COMMON,[{'caseNumber': 'VIII C 5/14'}],SENTENCE,"[{'name': 'Beata Koźbiał-Kawałko', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VIII C 5/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 10 kwietnia 2014r. Sąd Rejonowy w Wałbrzychu VIII Wydział Cywilny w składzie następującym: Przewodniczący SSR Beata Koźbiał - K...,[],2014-04-10
300,270062,COMMON,[{'caseNumber': 'VIII C 1653/15'}],SENTENCE,"[{'name': 'Paweł Banach', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt VIII C 1653/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 27 listopada 2015 r. Sąd Rejonowy w Wałbrzychu Wydział VIII Cywilny w składzie: Przewodniczący: Sędzia SR Paweł Banach. ...,[],2015-11-27
301,270063,COMMON,[{'caseNumber': 'VIII C 1882/15'}],SENTENCE,"[{'name': 'Łukasz Kozakiewicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt VIII C 1882/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 8 lutego 2016 r. Sąd Rejonowy w Wałbrzychu VIII Wydział Cywilny w składzie: Przewodniczący SSR Łukasz Kozakiewicz Protok...,[],2016-02-08
302,270064,COMMON,[{'caseNumber': 'VIII C 1945/15'}],SENTENCE,"[{'name': 'Łukasz Kozakiewicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt VIII C 1945/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ W., dnia 6 lutego 2017 r. Sąd Rejonowy w Wałbrzychu VIII Wydział Cywilny w następującym składzie: Przewodniczący: SSR Łukasz Koza...",[],2017-02-06
303,270065,COMMON,[{'caseNumber': 'VIII C 2114/16'}],SENTENCE,"[{'name': 'Anna Zaręba', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VIII C 2114/16 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 11 stycznia 2017 r. Sąd Rejonowy w Wałbrzychu VIII Wydział Cywilny w składzie następującym: Przewodniczący: SSR Anna Zaręba ...,[],2017-01-11
304,270066,COMMON,[{'caseNumber': 'VIII C 2291/16'}],SENTENCE,"[{'name': 'Anna Zaręba', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VIII C 2291/16 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 grudnia 2016 r. Sąd Rejonowy w Wałbrzychu VIII Wydział Cywilny w składzie następującym: Przewodniczący: SSR Anna Zaręba P...,[],2016-12-14
